notebook,accuracy,precision,recall,f1,specificity,params,train_time_min,ram_mb,peak_mem_mb,num_classes,best_val_acc
NB4_Combined_StandardInception,0.9532778864970646,0.9533585251650862,0.9532778864970646,0.9531582401933115,0.9979844766339477,270656,59.08421061436335,4012.89216,18.785202,24,0.9574363827705383
