notebook,accuracy,precision,recall,f1,specificity,params,train_time_min,ram_mb,peak_mem_mb,num_classes,best_val_acc
NB1_Wheat_Hybrid,0.9781021897810219,0.9782017960250884,0.9781021897810219,0.9780998558817178,0.9853651605569764,59775267,6.8986536423365274,3547.049984,719.788768,3,0.9525547623634338
