class,sensitivity,precision,f1,specificity
Wheat_Brown_rust,0.9705882352941176,0.9850746268656716,0.9777777777777777,0.9855072463768116
Wheat_Healthy,0.0,0.0,0.0,1.0
Wheat_Yellow_rust,0.9855072463768116,0.9714285714285714,0.9784172661870504,0.9705882352941176
