notebook,accuracy,precision,recall,f1,specificity,params,train_time_min,ram_mb,peak_mem_mb,num_classes,best_val_acc
NB5_Combined_ResNet,0.9603718199608611,0.9603101366389004,0.9603718199608611,0.9601839990214883,0.9982879443495131,741720,27.922064367930094,3944.378368,27.384768,24,0.9613503217697144
