notebook,accuracy,precision,recall,f1,specificity,params,train_time_min,ram_mb,peak_mem_mb,num_classes,best_val_acc
NB2_Cotton_Hybrid,0.5354659248956884,0.530071853225105,0.5354659248956884,0.516564796988779,0.9070789278427007,59775462,15.656694241364796,3930.169344,720.270217,6,0.5529248118400574
