notebook,class,auc
NB2_Cotton_Hybrid,0,0.8389955481357818
NB2_Cotton_Hybrid,1,0.9295353366722314
NB2_Cotton_Hybrid,2,0.6716193656093489
NB2_Cotton_Hybrid,3,0.8948803561491375
NB2_Cotton_Hybrid,4,0.9076655537006122
NB2_Cotton_Hybrid,5,0.7668627450980392
NB2_Cotton_Hybrid,micro,0.8453082534272411
NB2_Cotton_Hybrid,macro,0.8357316037642102
