notebook,accuracy,precision,recall,f1,specificity,params,train_time_min,ram_mb,peak_mem_mb,num_classes,best_val_acc
NB3_PlantVillage_Hybrid,0.9767441860465116,0.9768242445264582,0.9767441860465116,0.9767612777849722,0.9983323977882992,59776047,56.147906180222826,3216.416768,720.920287,15,0.9780361652374268
