notebook,class,auc
NB1_Wheat_Hybrid,0,0.9970161977834613
NB1_Wheat_Hybrid,1,
NB1_Wheat_Hybrid,2,0.9970161977834612
NB1_Wheat_Hybrid,micro,0.9983749800202462
NB1_Wheat_Hybrid,macro,
